,House_age,Remodeled,YearRemodAdd,YearBuilt,TotRmsAbvGrd,FullBath,1stFlrSF,TotalBsmtSF,GarageArea,GarageCars,TotalSF,OverallQual,Neighborhood,BsmtQual,HeatingQC,KitchenQual,GarageFinish,GarageType,SaleType,SalePrice
595,1,0,2006,2005,7,2,1826,1814.0,758.0,3.0,1826,8,StoneBr,Gd,Ex,Gd,Fin,Attchd,New,319000.0
596,96,13,1993,1910,7,1,684,684.0,216.0,1.0,1368,6,OldTown,TA,Ex,TA,Unf,Detchd,WD,114504.0
597,1,0,2007,2006,7,0,1402,1258.0,648.0,3.0,1402,7,Blmngtn,Ex,Ex,Gd,Fin,Attchd,New,194201.0
598,29,29,1977,1977,7,2,1647,1430.0,621.0,2.0,1647,5,Crawfor,Gd,Ex,Gd,Fin,Attchd,WD,217500.0
599,28,28,1980,1980,6,2,716,716.0,452.0,2.0,1556,6,Blueste,Gd,TA,TA,Fin,Attchd,COD,151000.0
600,1,1,2005,2005,8,2,1058,1058.0,736.0,2.0,1904,8,NridgHt,Gd,Ex,Ex,Fin,BuiltIn,WD,275000.0
601,70,57,1950,1937,6,1,780,780.0,544.0,1.0,1375,6,IDOTRR,TA,TA,Gd,Unf,Detchd,WD,141000.0
602,14,14,1992,1992,8,2,927,908.0,506.0,2.0,1915,8,SawyerW,Gd,Ex,Gd,Fin,Attchd,WD,220000.0
603,6,5,2005,2004,4,2,600,600.0,480.0,2.0,1200,7,Somerst,Gd,Ex,Gd,RFn,Detchd,WD,151000.0
604,6,6,2002,2002,6,2,1494,1494.0,530.0,2.0,1494,7,CollgCr,Gd,Ex,Gd,RFn,Attchd,WD,221000.0
605,44,19,1990,1965,7,2,1186,768.0,486.0,2.0,1986,7,NAmes,TA,TA,TA,Unf,Attchd,WD,205000.0
606,13,13,1996,1996,6,1,1040,1040.0,576.0,2.0,1040,5,CollgCr,Gd,Gd,Gd,Unf,Detchd,WD,152000.0
607,58,4,2002,1948,8,3,1112,896.0,230.0,1.0,2008,5,Edwards,TA,Ex,Ex,Unf,Attchd,WD,225000.0
608,73,9,1998,1934,10,2,1940,965.0,380.0,2.0,3194,8,Crawfor,Gd,TA,TA,Unf,Basment,WD,359100.0
609,46,46,1961,1961,5,1,1029,1029.0,261.0,1.0,1029,4,Sawyer,TA,Gd,TA,Unf,Attchd,WD,118500.0
610,9,9,2000,2000,8,2,1476,1440.0,736.0,3.0,2153,9,CollgCr,Ex,Ex,Ex,Fin,Attchd,WD,313000.0
611,29,29,1978,1978,6,2,1032,1032.0,564.0,2.0,1032,6,NWAmes,Gd,TA,TA,Unf,Attchd,WD,148000.0
612,8,8,2001,2001,7,2,1299,1299.0,531.0,2.0,1872,8,CollgCr,Gd,Ex,Ex,RFn,BuiltIn,WD,261500.0
613,0,0,2007,2007,6,1,1120,1120.0,0.0,0.0,1120,5,Mitchel,Gd,Ex,TA,Unf,Unbuilt,New,147000.0
614,38,38,1972,1972,3,1,630,630.0,0.0,0.0,630,4,MeadowV,Gd,Ex,TA,Unf,Unbuilt,WD,75500.0
615,47,47,1963,1963,6,1,1054,936.0,480.0,2.0,1054,6,NAmes,TA,Ex,Gd,RFn,Attchd,WD,137500.0
616,4,3,2003,2002,7,2,807,783.0,393.0,2.0,1509,6,Gilbert,Gd,Ex,Gd,Fin,Attchd,WD,183200.0
617,54,54,1954,1954,4,1,832,832.0,528.0,2.0,832,6,NAmes,TA,Gd,Gd,Unf,Detchd,WD,105500.0
618,0,0,2007,2007,9,2,1828,1822.0,774.0,3.0,1828,9,NridgHt,Ex,Ex,Gd,Unf,Attchd,New,314813.0
619,5,5,2003,2003,10,2,1482,1482.0,749.0,3.0,2262,8,Timber,Gd,Ex,Gd,Fin,Attchd,WD,305000.0
620,94,58,1950,1914,5,1,864,864.0,0.0,0.0,864,3,Edwards,TA,TA,TA,Unf,Unbuilt,WD,67000.0
621,34,11,1997,1974,9,2,1548,1522.0,624.0,2.0,2614,6,NWAmes,TA,TA,TA,RFn,Attchd,WD,240000.0
622,32,32,1977,1977,6,1,980,980.0,484.0,2.0,980,5,Sawyer,TA,TA,TA,Unf,Detchd,WD,135000.0
623,7,7,2000,2000,4,2,756,756.0,440.0,2.0,1512,6,Somerst,Gd,Ex,Gd,Unf,Detchd,WD,168500.0
624,34,34,1972,1972,8,1,1012,732.0,484.0,2.0,1790,6,NWAmes,TA,Gd,TA,RFn,Attchd,WD,165150.0
625,48,48,1962,1962,5,1,1116,1116.0,440.0,2.0,1116,6,NAmes,TA,TA,TA,Unf,Attchd,WD,160000.0
626,47,29,1978,1960,6,1,1422,978.0,286.0,1.0,1422,5,NAmes,TA,TA,TA,RFn,Attchd,WD,139900.0
627,55,38,1972,1955,7,1,1520,1156.0,364.0,1.0,1520,6,NAmes,TA,Ex,TA,RFn,Basment,WD,153000.0
628,38,38,1969,1969,9,1,1040,1040.0,504.0,2.0,2080,5,NAmes,Gd,TA,Fa,Unf,Attchd,WD,135000.0
629,44,44,1964,1964,6,1,1350,1248.0,520.0,2.0,1350,6,NAmes,TA,TA,TA,RFn,Attchd,WD,168500.0
630,126,15,1991,1880,8,1,1089,636.0,240.0,1.0,1750,5,OldTown,Fa,TA,Ex,Unf,Detchd,WD,124000.0
631,1,1,2006,2006,6,2,1554,1554.0,627.0,2.0,1554,8,NridgHt,Gd,Ex,Gd,RFn,Attchd,WD,209500.0
632,32,32,1977,1977,6,2,1411,1386.0,544.0,2.0,1411,7,NWAmes,TA,TA,TA,Fin,Attchd,WD,82500.0
633,53,2,2005,1954,6,1,1056,1056.0,260.0,1.0,1056,5,NAmes,TA,TA,TA,Unf,Attchd,WD,139400.0
634,30,30,1980,1980,4,0,1056,1056.0,576.0,2.0,1056,6,OldTown,TA,Gd,TA,Unf,Detchd,WD,144000.0
635,93,12,1995,1914,14,2,1440,1440.0,0.0,0.0,2880,6,SWISU,TA,Ex,Fa,Unf,Unbuilt,WD,200000.0
636,73,59,1950,1936,4,1,800,264.0,0.0,0.0,800,2,BrkSide,TA,Fa,Fa,Unf,Unbuilt,ConLw,60000.0
637,55,55,1954,1954,7,2,811,811.0,256.0,1.0,1387,5,OldTown,TA,TA,Gd,Unf,BuiltIn,WD,93000.0
638,98,58,1950,1910,4,1,796,796.0,0.0,0.0,796,5,Edwards,Fa,Gd,TA,Unf,Unbuilt,WD,85000.0
639,0,0,2006,2006,7,2,1567,1520.0,648.0,3.0,1567,8,Blmngtn,Gd,Ex,Ex,Fin,Attchd,New,264561.0
640,5,4,2004,2003,6,1,1518,1518.0,588.0,2.0,1518,8,NridgHt,Ex,Ex,Ex,RFn,Attchd,WD,274000.0
641,6,6,2001,2001,7,2,1057,1057.0,650.0,2.0,1929,7,Somerst,Gd,Ex,Gd,Fin,Attchd,WD,226000.0
642,37,14,1995,1972,9,2,2000,1952.0,538.0,2.0,2704,8,NAmes,Gd,Gd,Ex,Fin,Attchd,WD,345000.0
643,38,38,1969,1969,7,2,780,780.0,462.0,2.0,1620,5,NWAmes,TA,Ex,TA,Fin,Attchd,WD,152000.0
644,0,0,2009,2009,7,2,1766,1766.0,478.0,3.0,1766,9,Somerst,Ex,Ex,Ex,Fin,Attchd,New,370878.0
645,36,36,1971,1971,5,1,981,981.0,576.0,2.0,981,6,NAmes,TA,TA,TA,Unf,Detchd,WD,143250.0
646,58,58,1950,1950,7,1,1048,0.0,420.0,2.0,1048,5,NAmes,None,Gd,TA,Unf,Detchd,WD,98300.0
647,55,55,1953,1953,5,1,1094,1094.0,495.0,2.0,1094,6,Edwards,TA,Ex,TA,RFn,Attchd,WD,155000.0
648,44,44,1966,1966,7,1,1051,756.0,442.0,2.0,1839,6,NAmes,TA,TA,TA,Unf,Attchd,WD,155000.0
649,37,37,1970,1970,3,1,630,630.0,0.0,0.0,630,4,MeadowV,Gd,Gd,TA,Unf,Unbuilt,WD,84500.0
650,1,1,2007,2007,7,2,822,813.0,562.0,2.0,1665,7,Somerst,Gd,Ex,Gd,RFn,Attchd,WD,205950.0
651,69,59,1950,1940,7,1,755,755.0,296.0,1.0,1510,4,Edwards,TA,TA,TA,Unf,Detchd,WD,108000.0
652,13,13,1996,1996,7,2,909,880.0,512.0,2.0,1716,7,CollgCr,Gd,Ex,Gd,RFn,Attchd,WD,191000.0
653,102,13,1995,1906,7,1,756,756.0,216.0,1.0,1469,6,IDOTRR,TA,Ex,TA,Unf,Detchd,WD,135000.0
654,13,13,1995,1995,7,2,2113,2109.0,839.0,3.0,2113,8,NoRidge,Gd,Ex,Gd,Fin,Attchd,WD,350000.0
655,39,39,1971,1971,6,1,525,525.0,264.0,1.0,1092,6,BrDale,TA,TA,TA,Unf,Detchd,WD,88000.0
656,49,2,2006,1959,5,1,1053,1053.0,312.0,1.0,1053,5,NAmes,TA,Ex,Gd,RFn,Attchd,WD,145500.0
657,77,8,2000,1931,6,1,851,776.0,270.0,1.0,1502,7,Crawfor,Gd,TA,TA,RFn,Attchd,WD,149000.0
658,62,60,1950,1948,6,1,912,912.0,330.0,1.0,1458,6,NAmes,TA,TA,TA,Unf,Attchd,WD,97500.0
659,45,10,1999,1964,7,1,1486,1486.0,480.0,2.0,1486,5,Edwards,TA,Ex,TA,Fin,Detchd,WD,167000.0
660,31,31,1976,1976,7,2,1142,793.0,550.0,2.0,1935,7,NWAmes,Gd,TA,TA,RFn,Attchd,WD,197900.0
661,15,4,2005,1994,8,2,1686,1629.0,711.0,3.0,2448,8,NoRidge,Gd,Ex,Gd,RFn,Attchd,WD,402000.0
662,41,41,1968,1968,5,1,1392,1392.0,576.0,2.0,1392,6,NAmes,Fa,Gd,TA,RFn,Attchd,WD,110000.0
663,36,36,1972,1972,6,2,1181,1138.0,588.0,2.0,1181,4,Edwards,Gd,TA,TA,RFn,Detchd,WD,137500.0
664,1,0,2006,2005,8,1,2097,2077.0,1134.0,3.0,2097,8,Somerst,Ex,Ex,Ex,Fin,Attchd,New,423000.0
665,6,6,2000,2000,7,2,1454,1406.0,504.0,2.0,1936,8,Gilbert,Gd,Ex,Gd,RFn,Attchd,WD,230500.0
666,42,28,1979,1965,7,2,1465,1021.0,596.0,2.0,2380,6,NAmes,Gd,TA,TA,Unf,CarPort,WD,129000.0
667,14,10,1998,1994,7,2,1679,1408.0,575.0,2.0,1679,6,SawyerW,Gd,Ex,Gd,RFn,Attchd,WD,193500.0
668,50,19,1987,1956,6,1,1437,1188.0,576.0,2.0,1437,5,Sawyer,TA,Gd,TA,Unf,Detchd,WD,168000.0
669,84,56,1950,1922,5,1,1180,700.0,252.0,1.0,1180,4,Crawfor,Fa,Ex,Fa,Unf,Detchd,WD,137500.0
670,4,4,2005,2005,7,2,738,738.0,540.0,2.0,1476,6,CollgCr,Gd,Ex,Gd,Fin,Attchd,WD,173500.0
671,84,59,1950,1925,6,2,697,672.0,300.0,1.0,1369,6,Edwards,TA,TA,TA,Unf,Detchd,WD,103600.0
672,29,29,1977,1977,6,1,1208,1208.0,546.0,2.0,1208,6,Veenker,Gd,TA,TA,RFn,Attchd,WD,165000.0
673,50,3,2004,1957,7,2,1839,1477.0,416.0,2.0,1839,6,Crawfor,TA,Ex,Gd,Fin,Attchd,WD,257500.0
674,43,43,1965,1965,5,1,1136,1136.0,384.0,1.0,1136,6,NAmes,TA,TA,TA,RFn,Attchd,WD,140000.0
675,31,31,1978,1978,7,2,855,855.0,440.0,2.0,1441,6,NPkVill,TA,TA,TA,Unf,Attchd,WD,148500.0
676,106,56,1950,1900,8,2,1095,1095.0,779.0,3.0,1774,4,OldTown,TA,Fa,TA,Unf,2Types,WD,87000.0
677,85,3,2006,1924,5,1,792,768.0,240.0,1.0,792,5,OldTown,TA,Ex,Gd,Unf,Detchd,WD,109500.0
678,1,1,2008,2008,7,2,2046,2046.0,834.0,3.0,2046,8,StoneBr,Ex,Ex,Gd,Fin,Attchd,New,372500.0
679,46,46,1961,1961,5,1,988,988.0,572.0,2.0,988,5,Sawyer,TA,TA,TA,Unf,Detchd,WD,128500.0
680,30,30,1980,1980,5,2,923,923.0,264.0,1.0,923,6,SawyerW,Gd,TA,TA,RFn,Attchd,WD,143000.0
681,77,9,2000,1932,6,1,848,793.0,281.0,1.0,1520,5,SWISU,TA,Ex,TA,Unf,Detchd,WD,159434.0
682,12,11,1997,1996,6,1,1291,1291.0,431.0,2.0,1291,6,ClearCr,Gd,Ex,Gd,Unf,Attchd,WD,173000.0
683,5,5,2002,2002,7,2,1668,1626.0,702.0,3.0,1668,9,CollgCr,Gd,Ex,Gd,Fin,Attchd,WD,285000.0
684,12,12,1998,1998,7,2,1195,1195.0,486.0,2.0,1839,7,NoRidge,Gd,Gd,TA,Fin,Attchd,WD,221000.0
685,23,23,1984,1984,6,2,1190,1190.0,577.0,2.0,2090,7,StoneBr,Gd,Gd,Gd,Fin,Attchd,WD,207500.0
686,0,0,2007,2007,7,3,874,874.0,578.0,2.0,1761,7,Somerst,Gd,Ex,Gd,Fin,Attchd,New,227875.0
687,3,3,2004,2004,4,2,551,551.0,480.0,2.0,1102,7,Somerst,Gd,Ex,Gd,Unf,Detchd,WD,148800.0
688,0,0,2007,2007,7,2,1419,1419.0,567.0,2.0,1419,8,StoneBr,Gd,Ex,Gd,RFn,Attchd,New,392000.0
689,2,1,2006,2005,6,2,1362,1362.0,460.0,2.0,1362,6,NridgHt,Gd,Ex,Gd,RFn,Attchd,WD,194700.0
690,4,4,2004,2004,3,1,848,848.0,420.0,2.0,848,6,CollgCr,Gd,Ex,Gd,RFn,Attchd,WD,141000.0
691,13,12,1995,1994,10,3,2444,2444.0,832.0,3.0,4316,10,NoRidge,Ex,Ex,Ex,Fin,Attchd,WD,755000.0
692,17,16,1990,1989,9,2,1238,1210.0,628.0,2.0,2519,7,Timber,Gd,Ex,Gd,RFn,Attchd,WD,335000.0
693,85,38,1968,1921,4,1,1073,1073.0,326.0,1.0,1073,5,OldTown,TA,Ex,TA,Unf,Detchd,WD,108480.0
694,73,59,1950,1936,5,1,1067,927.0,576.0,2.0,1539,5,BrkSide,TA,TA,TA,Unf,Detchd,WD,141500.0
695,19,19,1987,1987,5,2,1137,1112.0,551.0,2.0,1137,6,Timber,Gd,Gd,Gd,Unf,Attchd,WD,176000.0
696,85,56,1950,1921,4,1,616,616.0,205.0,1.0,616,5,BrkSide,TA,Gd,TA,Unf,Detchd,WD,89000.0
697,54,54,1952,1952,6,1,1148,980.0,308.0,1.0,1148,5,Edwards,Ex,Fa,TA,Unf,Detchd,WD,123500.0
698,45,1,2009,1965,5,1,894,894.0,336.0,1.0,894,5,Sawyer,TA,Ex,TA,Unf,Detchd,WD,138500.0
699,4,4,2004,2004,5,2,1391,1391.0,530.0,2.0,1391,7,Somerst,Gd,Ex,Gd,RFn,Attchd,WD,196000.0
700,4,4,2002,2002,7,2,1800,1800.0,765.0,3.0,1800,8,Timber,Ex,Ex,Gd,Fin,Attchd,WD,312500.0
701,37,37,1969,1969,6,1,1164,1164.0,528.0,2.0,1164,7,NWAmes,TA,TA,TA,Unf,Attchd,COD,140000.0
702,0,0,2006,2006,10,2,1264,1234.0,666.0,3.0,2576,8,StoneBr,Ex,Ex,Ex,Fin,BuiltIn,New,361919.0
703,110,14,1996,1900,8,2,1032,360.0,672.0,2.0,1812,5,OldTown,Gd,Gd,Gd,Unf,Detchd,WD,140000.0
704,6,5,2005,2004,7,2,1484,1473.0,606.0,2.0,1484,7,CollgCr,Gd,Ex,Gd,RFn,Attchd,WD,213000.0
705,80,60,1950,1930,7,2,372,0.0,0.0,0.0,1092,4,IDOTRR,None,Fa,Fa,Unf,Unbuilt,WD,55000.0
706,36,5,2002,1971,5,2,1824,1643.0,739.0,2.0,1824,7,ClearCr,Gd,TA,Gd,Unf,Attchd,WD,302000.0
707,3,3,2006,2006,6,2,1324,1324.0,550.0,2.0,1324,8,NridgHt,Gd,Ex,Gd,Fin,Attchd,WD,254000.0
708,0,0,2007,2007,8,2,728,728.0,400.0,2.0,1456,7,Gilbert,Gd,Ex,Gd,Fin,Attchd,New,179540.0
709,42,42,1966,1966,6,1,904,876.0,408.0,1.0,904,5,Sawyer,TA,TA,TA,Unf,Attchd,WD,109900.0
710,73,5,2003,1935,5,1,729,270.0,0.0,0.0,729,3,BrkSide,TA,Gd,TA,Unf,Unbuilt,WD,52000.0
711,110,60,1950,1900,7,1,859,859.0,384.0,1.0,1178,4,IDOTRR,TA,Gd,TA,RFn,Detchd,WD,102776.0
712,20,19,1989,1988,5,2,1228,1228.0,472.0,2.0,1228,8,StoneBr,Gd,Gd,Gd,Fin,Attchd,WD,189000.0
713,36,36,1970,1970,6,1,960,960.0,576.0,2.0,960,4,BrkSide,TA,TA,TA,Unf,Detchd,WD,129000.0
714,34,5,2005,1976,6,2,725,725.0,475.0,2.0,1479,6,Sawyer,TA,Ex,Gd,RFn,Attchd,WD,130500.0
715,35,35,1974,1974,7,2,1350,1064.0,478.0,2.0,1350,6,NWAmes,Gd,TA,TA,RFn,Attchd,WD,165000.0
716,117,9,1998,1890,8,1,1576,718.0,704.0,2.0,2554,7,OldTown,TA,Ex,TA,Unf,Detchd,WD,159500.0
717,35,8,2000,1973,5,1,1178,1176.0,439.0,2.0,1178,5,NWAmes,Gd,Gd,Gd,Unf,Attchd,WD,157000.0
718,15,14,1994,1993,9,2,1325,1311.0,983.0,3.0,2418,7,NoRidge,Gd,Ex,Gd,RFn,Attchd,WD,341000.0
719,37,37,1969,1969,5,1,971,971.0,300.0,1.0,971,5,CollgCr,Gd,TA,TA,Unf,Attchd,WD,128500.0
720,21,21,1985,1985,5,2,1742,1742.0,564.0,2.0,1742,8,StoneBr,Gd,TA,Gd,RFn,Attchd,WD,275000.0
721,6,6,2004,2004,3,1,848,848.0,420.0,2.0,848,6,CollgCr,Gd,Ex,Gd,RFn,Attchd,WD,143000.0
722,39,39,1970,1970,5,1,864,864.0,463.0,2.0,864,4,NAmes,TA,Ex,TA,Unf,Detchd,WD,124500.0
723,54,36,1972,1954,7,2,997,941.0,548.0,1.0,1470,4,Edwards,TA,Ex,TA,Unf,Detchd,WD,135000.0
724,2,1,2008,2007,8,2,1698,1698.0,768.0,3.0,1698,9,Edwards,Ex,Ex,Ex,Fin,Attchd,WD,320000.0
725,39,39,1970,1970,5,1,864,864.0,660.0,2.0,864,4,NAmes,TA,TA,Gd,Unf,Detchd,WD,120500.0
726,21,2,2007,1988,5,2,1680,880.0,540.0,2.0,1680,6,Crawfor,Gd,Ex,Gd,Fin,Attchd,WD,222000.0
727,2,2,2007,2007,6,2,1232,1232.0,632.0,2.0,1232,7,CollgCr,Gd,Ex,Gd,RFn,Attchd,WD,194500.0
728,51,51,1958,1958,9,2,1776,1584.0,888.0,3.0,1776,5,NAmes,TA,TA,TA,Unf,Detchd,COD,110000.0
729,84,59,1950,1925,5,1,848,780.0,539.0,2.0,848,4,IDOTRR,TA,TA,TA,Unf,Detchd,WD,103000.0
730,15,14,1996,1995,5,2,1616,1595.0,608.0,2.0,1616,8,StoneBr,Gd,Ex,Gd,RFn,Attchd,WD,236500.0
731,4,4,2003,2003,6,2,1146,868.0,438.0,2.0,1146,7,Timber,Ex,Ex,Gd,Fin,Attchd,WD,187500.0
732,10,9,1999,1998,8,2,1153,1153.0,541.0,2.0,2031,7,CollgCr,Gd,Ex,Gd,Fin,Attchd,WD,222500.0
733,48,26,1983,1961,6,1,1144,864.0,264.0,1.0,1144,5,Sawyer,TA,Ex,TA,RFn,Attchd,WD,131400.0
734,39,39,1968,1968,6,1,948,948.0,300.0,1.0,948,5,Sawyer,TA,TA,TA,Unf,Attchd,WD,108000.0
735,92,36,1970,1914,6,1,880,880.0,320.0,2.0,1768,7,OldTown,Gd,Fa,TA,Unf,Detchd,WD,163000.0
736,56,56,1950,1950,6,2,1040,0.0,400.0,2.0,1040,3,NAmes,None,Gd,TA,Unf,Detchd,WD,93500.0
737,1,1,2005,2005,8,2,901,893.0,800.0,3.0,1801,8,Gilbert,Gd,Ex,Gd,Fin,Attchd,WD,239900.0
738,22,21,1988,1987,5,3,1200,1200.0,0.0,0.0,1200,5,Edwards,Gd,TA,TA,Unf,Unbuilt,WD,179000.0
739,5,5,2004,2004,7,2,864,864.0,572.0,2.0,1728,7,CollgCr,Gd,Ex,Gd,RFn,Attchd,WD,190000.0
740,97,5,2002,1910,7,2,768,264.0,360.0,2.0,1432,5,OldTown,Fa,Ex,TA,Unf,Detchd,WD,132000.0
741,47,12,1996,1961,5,1,912,912.0,288.0,1.0,912,6,Sawyer,TA,Gd,Gd,Unf,Detchd,WD,142000.0
742,7,6,2001,2000,6,2,1349,1349.0,539.0,2.0,1349,7,SawyerW,Gd,Ex,TA,Unf,Attchd,WD,179000.0
743,46,10,1999,1963,6,2,1464,520.0,480.0,2.0,1464,5,Sawyer,Gd,Ex,TA,RFn,Attchd,WD,175000.0
744,15,15,1993,1993,5,2,1337,1337.0,462.0,2.0,1337,8,StoneBr,Gd,Gd,Gd,RFn,Attchd,WD,180000.0
745,32,12,1996,1976,11,3,1175,1142.0,831.0,2.0,2715,8,NWAmes,TA,Ex,Gd,Fin,BuiltIn,WD,299800.0
746,9,9,2000,2000,8,2,980,952.0,554.0,2.0,2256,7,Gilbert,Gd,Ex,Gd,Fin,BuiltIn,WD,236000.0
747,129,6,2003,1880,8,1,1320,1240.0,864.0,4.0,2640,7,OldTown,TA,TA,Gd,Unf,Detchd,WD,265979.0
748,14,14,1996,1996,7,2,1720,1720.0,527.0,2.0,1720,7,NoRidge,Gd,Ex,Gd,Fin,Attchd,WD,260400.0
749,64,59,1950,1945,9,2,1088,0.0,240.0,1.0,1529,4,Edwards,None,TA,TA,Unf,Detchd,WD,98000.0
750,100,6,2004,1910,7,1,792,576.0,0.0,0.0,1140,4,OldTown,TA,Gd,TA,Unf,Unbuilt,WD,96500.0
751,4,4,2003,2003,6,2,660,660.0,400.0,2.0,1320,7,Gilbert,Gd,Ex,Gd,Fin,Attchd,WD,162000.0
752,9,9,1997,1997,6,2,1494,1479.0,576.0,2.0,1494,6,CollgCr,Gd,Ex,Gd,RFn,Attchd,WD,217000.0
753,1,1,2005,2005,8,2,1038,1030.0,878.0,3.0,2098,8,NridgHt,Gd,Gd,Ex,RFn,Attchd,WD,275500.0
754,40,4,2005,1969,5,1,1026,1026.0,440.0,2.0,1026,6,NAmes,TA,Gd,Gd,RFn,Detchd,WD,156000.0
755,10,10,1999,1999,6,2,742,729.0,440.0,2.0,1471,6,Somerst,Gd,Gd,TA,Unf,Detchd,WD,172500.0
756,2,2,2007,2007,7,2,866,866.0,578.0,2.0,1768,8,CollgCr,Gd,Ex,Gd,RFn,Attchd,WD,212000.0
757,32,32,1978,1978,6,2,672,672.0,440.0,2.0,1386,6,Sawyer,TA,TA,TA,Fin,Attchd,WD,158900.0
758,9,9,1999,1999,6,2,757,744.0,440.0,2.0,1501,7,Somerst,Gd,Gd,TA,Unf,Detchd,WD,179400.0
759,12,12,1995,1995,9,2,1328,1318.0,752.0,3.0,2531,8,NoRidge,Gd,Ex,Gd,RFn,Attchd,WD,290000.0
760,50,50,1959,1959,5,1,864,864.0,300.0,1.0,864,6,NAmes,TA,Ex,TA,Unf,Detchd,WD,127500.0
761,85,59,1950,1924,5,1,1301,1145.0,440.0,2.0,1301,5,BrkSide,TA,TA,Fa,Unf,Detchd,WD,100000.0
762,1,1,2009,2009,7,2,764,756.0,614.0,2.0,1547,7,Somerst,Gd,Ex,Gd,Unf,Attchd,Con,215200.0
763,10,10,1999,1999,8,2,1268,1252.0,856.0,3.0,2365,8,NoRidge,Gd,Ex,Gd,RFn,Attchd,WD,337000.0
764,11,10,1996,1995,6,1,1494,1494.0,481.0,2.0,1494,8,Veenker,Gd,Ex,Ex,Fin,Attchd,WD,270000.0
765,0,0,2008,2008,6,2,1506,1498.0,592.0,2.0,1506,9,Somerst,Gd,Ex,Ex,Fin,Attchd,New,264132.0
766,22,22,1988,1988,7,2,980,980.0,496.0,2.0,1714,7,NWAmes,Gd,TA,TA,Unf,Attchd,WD,196500.0
767,68,23,1985,1940,7,2,983,983.0,423.0,1.0,1750,6,Mitchel,Gd,Ex,TA,Unf,Attchd,WD,160000.0
768,2,1,2005,2004,8,2,1836,1860.0,484.0,2.0,1836,7,CollgCr,Gd,Ex,Gd,Fin,Attchd,WD,216837.0
769,7,7,2003,2003,12,3,1690,1650.0,841.0,3.0,3279,8,StoneBr,Gd,Ex,Ex,Fin,BuiltIn,WD,538000.0
770,27,27,1982,1982,5,1,858,858.0,576.0,2.0,858,5,Sawyer,Gd,TA,TA,Unf,Detchd,WD,134900.0
771,55,55,1951,1951,6,1,1220,836.0,396.0,2.0,1220,4,Edwards,Fa,TA,TA,Unf,Detchd,COD,102000.0
772,34,34,1976,1976,6,1,1117,1029.0,672.0,2.0,1117,6,Edwards,TA,TA,TA,Unf,Detchd,WD,107000.0
773,49,49,1958,1958,5,1,912,912.0,275.0,1.0,912,5,NAmes,TA,Ex,TA,RFn,Attchd,COD,114500.0
774,1,1,2006,2006,9,2,1973,1935.0,895.0,3.0,1973,8,NridgHt,Gd,Gd,Gd,Fin,Attchd,New,395000.0
775,11,11,1998,1998,5,2,1204,1204.0,412.0,2.0,1204,6,Mitchel,Ex,Ex,TA,Fin,Attchd,WD,162000.0
776,1,0,2006,2005,7,2,1614,1614.0,865.0,3.0,1614,7,CollgCr,Gd,Ex,Gd,RFn,Attchd,New,221500.0
777,32,32,1974,1974,5,1,894,864.0,440.0,2.0,894,5,Sawyer,TA,TA,TA,Unf,Attchd,WD,142500.0
778,30,30,1977,1977,10,2,2020,0.0,630.0,2.0,2020,5,SawyerW,None,TA,TA,Unf,Detchd,WD,144000.0
779,29,29,1977,1977,4,1,1004,975.0,504.0,2.0,1004,6,Mitchel,Gd,TA,TA,Unf,Attchd,WD,135000.0
780,12,11,1996,1995,6,2,1253,1237.0,402.0,2.0,1253,7,Gilbert,Gd,Gd,TA,Fin,Attchd,WD,176000.0
781,14,14,1992,1992,7,2,810,761.0,484.0,2.0,1603,6,SawyerW,Gd,Ex,Gd,RFn,Attchd,WD,175900.0
782,8,7,2002,2001,6,2,1430,1413.0,605.0,2.0,1430,7,CollgCr,Gd,Ex,Gd,RFn,Attchd,WD,187100.0
783,31,31,1978,1978,4,1,1110,1097.0,602.0,2.0,1110,5,Mitchel,Gd,Ex,Gd,Fin,Attchd,WD,165500.0
784,94,7,2001,1914,9,2,742,742.0,0.0,0.0,1484,6,OldTown,TA,Ex,TA,Unf,Unbuilt,WD,128000.0
785,42,42,1967,1967,7,2,1342,1372.0,457.0,2.0,1342,6,NWAmes,TA,TA,TA,Unf,Attchd,WD,161500.0
786,95,60,1950,1915,7,2,966,686.0,416.0,1.0,1652,5,OldTown,Fa,TA,TA,Unf,Detchd,WD,139000.0
787,6,6,2004,2004,8,2,956,956.0,618.0,2.0,2084,7,SawyerW,Gd,Ex,Gd,RFn,BuiltIn,WD,233000.0
788,54,8,2000,1954,4,1,901,901.0,281.0,1.0,901,4,OldTown,TA,Ex,TA,Unf,Detchd,WD,107900.0
789,41,0,2007,1966,9,2,976,832.0,444.0,2.0,2087,6,ClearCr,TA,Gd,Gd,Fin,Attchd,WD,187500.0
790,4,3,2006,2005,5,2,1145,1145.0,397.0,2.0,1145,7,Blmngtn,Gd,Ex,Gd,Fin,Attchd,WD,160200.0
791,31,31,1976,1976,5,1,1062,1029.0,539.0,2.0,1062,6,Mitchel,Gd,TA,TA,RFn,Attchd,WD,146800.0
792,11,10,1997,1996,8,2,1127,1117.0,455.0,2.0,2013,7,NoRidge,Gd,Ex,TA,Unf,Attchd,WD,269790.0
793,0,0,2007,2007,7,2,1496,1496.0,474.0,2.0,1496,8,Somerst,Gd,Ex,Gd,Fin,Attchd,New,225000.0
