,,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,House_age,Remodeled,TotalSF,TotalPorch,number_of_exteriors
test,552,2013,60,RL,69.227817,8453,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,5,1995,1995,Gable,CompShg,VinylSd,None,BrkFace,38.0,Gd,TA,PConc,Gd,TA,No,GLQ,362.0,Unf,0.0,392.0,754.0,GasA,Ex,Y,SBrkr,754,855,0,0.0,0.0,2,1,3,1,Gd,6,Typ,0,None,Attchd,1995.0,RFn,2.0,525.0,TA,TA,Y,0,70,0,0,0,0,None,None,None,0,4,2008,WD,Normal,,13,13,1609,70,1
test,553,2014,60,RL,69.227817,8480,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,5,1993,1994,Gable,CompShg,HdBoard,None,BrkFace,120.0,Gd,TA,PConc,Gd,TA,No,GLQ,602.0,Unf,0.0,284.0,886.0,GasA,Ex,Y,SBrkr,886,794,0,0.0,1.0,2,1,3,1,Gd,7,Typ,0,None,Attchd,1993.0,RFn,2.0,474.0,TA,TA,Y,144,96,0,0,0,0,None,None,None,0,10,2008,WD,Normal,,15,14,1680,96,1
test,554,2015,60,RL,69.227817,14565,Pave,None,IR2,Lvl,AllPub,CulDSac,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1994,1995,Gable,CompShg,VinylSd,None,BrkFace,145.0,Gd,TA,PConc,Gd,TA,Av,GLQ,537.0,Unf,0.0,295.0,832.0,GasA,Ex,Y,SBrkr,832,825,0,0.0,0.0,2,1,3,1,Gd,6,Typ,0,None,Attchd,1994.0,RFn,2.0,483.0,TA,TA,Y,144,74,0,0,0,0,None,None,Shed,2000,11,2008,WD,Normal,,14,13,1657,74,1
test,555,2016,60,RL,69.227817,8450,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,5,2001,2001,Gable,CompShg,VinylSd,None,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,472.0,Unf,0.0,355.0,827.0,GasA,Ex,Y,SBrkr,827,850,0,1.0,0.0,2,1,3,1,Gd,7,Typ,0,None,Attchd,2001.0,RFn,2.0,627.0,TA,TA,Y,0,68,0,0,0,0,None,None,None,0,9,2008,WD,Normal,,7,7,1677,68,1
test,556,2017,60,RL,69.227817,8285,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1992,1992,Gable,CompShg,HdBoard,None,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,397.0,Unf,0.0,439.0,836.0,GasA,Gd,Y,SBrkr,844,893,0,0.0,1.0,2,1,3,1,Gd,7,Typ,0,None,Attchd,1992.0,Fin,2.0,506.0,TA,TA,Y,192,85,0,0,0,0,None,None,None,0,5,2008,WD,Normal,,16,16,1737,85,1
test,557,2018,20,RL,69.227817,9100,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,RRAe,Norm,1Fam,1Story,5,5,1963,1963,Hip,CompShg,Wd Sdng,None,None,0.0,TA,TA,PConc,TA,Gd,No,BLQ,53.0,ALQ,799.0,132.0,984.0,GasA,TA,Y,SBrkr,984,0,0,1.0,0.0,1,0,3,1,TA,5,Typ,1,TA,Attchd,1963.0,RFn,1.0,384.0,TA,TA,Y,145,56,0,0,0,0,None,MnPrv,Shed,400,8,2008,WD,Normal,,45,45,984,56,1
test,558,2019,20,RL,69.227817,8100,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,8,1961,2007,Gable,CompShg,Wd Sdng,None,None,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,764.0,Unf,0.0,100.0,864.0,GasA,Ex,Y,SBrkr,864,0,0,1.0,0.0,1,0,3,1,Gd,5,Typ,1,TA,Detchd,1961.0,Unf,1.0,420.0,TA,TA,Y,132,0,0,0,0,0,None,None,None,0,7,2008,WD,Normal,,47,1,864,0,1
test,559,2020,190,RL,69.227817,8450,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,RRAe,Norm,2fmCon,1Story,5,5,1968,1968,Gable,CompShg,HdBoard,None,None,0.0,TA,TA,CBlock,TA,Fa,Mn,ALQ,890.0,Unf,0.0,0.0,890.0,GasA,Gd,N,SBrkr,890,0,0,1.0,0.0,1,0,3,1,TA,5,Typ,0,None,Detchd,1961.0,Unf,1.0,308.0,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,4,2008,WD,Normal,,40,40,890,0,1
test,560,2021,20,RL,69.227817,6360,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1963,1963,Hip,CompShg,Wd Sdng,HdBoard,None,0.0,TA,TA,CBlock,Gd,Gd,No,ALQ,489.0,Unf,0.0,375.0,864.0,GasA,TA,Y,SBrkr,864,0,0,0.0,0.0,1,0,3,1,TA,5,Typ,0,None,Attchd,1963.0,Unf,1.0,276.0,TA,TA,Y,0,0,0,0,0,0,None,None,Shed,650,1,2008,COD,Abnorml,,45,45,864,0,2
test,561,2022,20,RL,69.227817,19508,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Veenker,Norm,Norm,1Fam,1Story,6,5,1974,1974,Gable,CompShg,HdBoard,ImStucc,BrkFace,144.0,TA,TA,CBlock,TA,TA,Av,ALQ,800.0,Unf,0.0,630.0,1430.0,GasA,TA,Y,SBrkr,1430,0,0,0.0,1.0,2,0,3,1,TA,6,Typ,2,TA,Attchd,1974.0,Unf,2.0,484.0,TA,TA,Y,117,108,165,0,0,0,None,None,None,0,7,2008,WD,Normal,,34,34,1430,273,2
test,562,2023,50,RL,69.227817,10759,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,1.5Fin,5,4,1972,1972,Gable,CompShg,HdBoard,None,None,0.0,TA,Gd,CBlock,Gd,TA,No,LwQ,190.0,ALQ,811.0,0.0,1001.0,GasA,TA,Y,SBrkr,1001,640,0,0.0,0.0,2,0,4,1,TA,5,Typ,1,Gd,Detchd,1961.0,Unf,2.0,490.0,TA,TA,Y,0,0,92,0,0,0,None,GdPrv,None,0,7,2008,WD,Normal,,36,36,1641,92,1
test,563,2024,60,RL,69.227817,9205,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,6,5,1990,1991,Hip,CompShg,HdBoard,None,BrkFace,304.0,Gd,TA,PConc,Gd,TA,No,ALQ,704.0,Unf,0.0,226.0,930.0,GasA,Ex,Y,SBrkr,1364,1319,0,1.0,0.0,2,1,4,1,Gd,9,Typ,2,Gd,Attchd,1990.0,RFn,2.0,473.0,TA,TA,Y,237,251,0,0,196,0,None,None,None,0,6,2008,WD,Normal,,18,17,2683,447,1
test,564,2025,60,RL,69.227817,11025,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,1.5Fin,9,5,1993,1994,Hip,CompShg,Wd Sdng,None,BrkFace,568.0,Gd,TA,PConc,Gd,TA,Gd,BLQ,520.0,Unf,0.0,1328.0,1848.0,GasA,Ex,Y,SBrkr,1827,959,0,1.0,0.0,2,1,4,1,Gd,10,Typ,1,Ex,Attchd,1993.0,Fin,2.0,636.0,TA,TA,Y,294,49,0,0,0,0,None,None,None,0,6,2008,WD,Normal,,15,14,2786,49,1
test,565,2026,120,FV,69.227817,3435,Pave,Pave,IR1,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,7,5,2004,2005,Gable,CompShg,MetalSd,None,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,24.0,Unf,0.0,1211.0,1235.0,GasA,Ex,Y,SBrkr,1245,0,0,0.0,0.0,2,0,1,1,Gd,5,Typ,0,None,Attchd,2004.0,RFn,2.0,495.0,TA,TA,Y,0,100,0,0,0,0,None,None,None,0,6,2008,WD,Normal,,4,3,1245,100,1
test,566,2027,160,FV,69.227817,3180,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,6,5,2005,2005,Gable,CompShg,MetalSd,None,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,390.0,Unf,0.0,210.0,600.0,GasA,Ex,Y,SBrkr,600,600,0,1.0,0.0,2,1,2,1,Gd,5,Typ,0,None,Detchd,1961.0,RFn,2.0,480.0,TA,TA,Y,0,166,0,0,0,0,None,None,None,0,5,2008,WD,Normal,,3,3,1200,166,1
test,567,2028,160,FV,69.227817,3180,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2007,2007,Gable,CompShg,VinylSd,None,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,689.0,689.0,GasA,Ex,Y,SBrkr,703,689,0,0.0,0.0,2,0,2,1,Gd,5,Typ,0,None,Detchd,1961.0,Unf,2.0,540.0,TA,TA,Y,0,102,0,0,0,0,None,None,None,0,3,2008,WD,Abnorml,,1,1,1392,102,1
test,568,2029,160,FV,69.227817,2280,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,6,5,1999,1999,Gable,CompShg,MetalSd,None,Stone,216.0,TA,TA,PConc,Gd,TA,No,GLQ,550.0,Unf,0.0,194.0,744.0,GasA,Gd,Y,SBrkr,757,792,0,1.0,0.0,2,1,3,1,TA,6,Typ,0,None,Detchd,1961.0,Unf,2.0,440.0,TA,TA,Y,0,32,0,0,0,0,None,None,None,0,4,2008,WD,Normal,,9,9,1549,32,1
test,569,2030,120,FV,69.227817,4765,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,9,5,2000,2000,Hip,CompShg,MetalSd,None,BrkFace,260.0,Gd,TA,PConc,Gd,TA,Av,GLQ,1027.0,Unf,0.0,587.0,1614.0,GasA,Ex,Y,SBrkr,1638,0,0,1.0,0.0,2,0,2,1,Ex,5,Typ,1,TA,Attchd,2000.0,Fin,2.0,495.0,TA,TA,Y,230,68,0,0,0,0,None,None,None,0,7,2008,WD,Normal,,8,8,1638,68,1
test,570,2031,120,FV,69.227817,4538,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,9,5,2001,2001,Gable,CompShg,VinylSd,None,BrkFace,179.0,Gd,TA,PConc,Ex,TA,Av,GLQ,1004.0,Unf,0.0,306.0,1310.0,GasA,Ex,Y,SBrkr,1310,0,0,1.0,0.0,1,1,1,1,Gd,5,Typ,1,TA,Attchd,2001.0,RFn,2.0,545.0,TA,TA,Y,277,45,0,0,0,0,None,None,None,0,7,2008,WD,Normal,,7,7,1310,45,1
test,571,2032,120,FV,69.227817,4385,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,9,5,2001,2001,Gable,CompShg,VinylSd,None,None,0.0,Gd,TA,PConc,Ex,TA,Av,GLQ,964.0,Unf,0.0,455.0,1419.0,GasA,Ex,Y,SBrkr,1419,0,0,1.0,0.0,1,1,2,1,Ex,5,Typ,1,TA,Attchd,2001.0,Fin,2.0,588.0,TA,TA,Y,155,58,0,0,0,0,None,None,None,0,9,2008,WD,Normal,,7,7,1419,58,1
test,572,2033,120,FV,69.227817,4109,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,9,5,1999,2000,Gable,CompShg,VinylSd,None,BrkFace,260.0,Gd,TA,PConc,Gd,TA,Av,GLQ,1141.0,Unf,0.0,416.0,1557.0,GasA,Ex,Y,SBrkr,1557,0,0,1.0,0.0,2,0,2,1,Ex,5,Typ,1,TA,Attchd,1999.0,RFn,2.0,484.0,TA,TA,Y,124,113,0,0,0,0,None,None,None,0,6,2008,WD,Normal,,9,8,1557,113,1
test,573,2034,160,FV,69.227817,2160,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,SLvl,7,5,1999,2000,Gable,CompShg,VinylSd,None,BrkFace,216.0,Gd,TA,PConc,Gd,TA,No,GLQ,600.0,Unf,0.0,72.0,672.0,GasA,Ex,Y,SBrkr,684,720,0,1.0,0.0,2,1,3,1,Gd,5,Typ,0,None,Detchd,1961.0,Unf,2.0,462.0,TA,TA,Y,20,0,0,0,0,0,None,None,None,0,6,2008,WD,Normal,,9,8,1404,0,1
test,574,2035,60,FV,69.227817,10646,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2001,2001,Gable,CompShg,VinylSd,None,BrkFace,513.0,TA,TA,PConc,TA,TA,No,GLQ,681.0,Unf,0.0,177.0,858.0,GasA,Ex,Y,SBrkr,872,917,0,1.0,0.0,2,1,3,1,TA,7,Typ,1,TA,Attchd,2001.0,Fin,2.0,546.0,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,6,2008,WD,Normal,,7,7,1789,0,1
test,575,2036,160,FV,69.227817,2645,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,8,5,1999,1999,Gable,CompShg,MetalSd,None,BrkFace,466.0,Gd,TA,PConc,Gd,TA,No,GLQ,612.0,Unf,0.0,348.0,960.0,GasA,Ex,Y,SBrkr,962,624,0,1.0,0.0,2,1,3,1,Gd,7,Typ,0,None,Detchd,1961.0,Unf,2.0,480.0,TA,TA,Y,169,0,0,0,0,0,None,None,None,0,12,2008,WD,Normal,,9,9,1586,0,1
test,576,2037,160,FV,69.227817,2645,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,8,5,1999,2000,Gable,CompShg,MetalSd,None,BrkFace,456.0,Gd,TA,PConc,Gd,TA,No,GLQ,813.0,Unf,0.0,147.0,960.0,GasA,Ex,Y,SBrkr,962,645,0,1.0,0.0,2,1,3,1,Gd,7,Typ,0,None,Detchd,1961.0,Unf,2.0,480.0,TA,TA,Y,169,0,0,0,0,0,None,None,None,0,12,2008,ConLD,Normal,,9,8,1607,0,1
test,577,2038,160,FV,69.227817,3951,Pave,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,10,5,1998,1999,Gable,CompShg,BrkFace,MetalSd,None,0.0,Ex,TA,PConc,Gd,TA,Mn,BLQ,128.0,GLQ,842.0,0.0,970.0,GasA,Ex,Y,SBrkr,1469,924,0,1.0,0.0,2,1,2,1,Ex,7,Typ,1,TA,Attchd,1998.0,Fin,2.0,846.0,TA,TA,Y,0,90,0,0,94,0,None,None,None,0,2,2008,WD,Normal,,10,9,2393,184,2
test,578,2039,120,RL,69.227817,11064,Pave,None,IR2,Lvl,AllPub,CulDSac,Gtl,Veenker,Norm,Norm,TwnhsE,1Story,8,5,1995,1995,Hip,CompShg,BrkFace,None,None,0.0,Gd,TA,PConc,Gd,TA,Gd,LwQ,560.0,GLQ,670.0,0.0,1230.0,GasA,Ex,Y,SBrkr,1239,0,0,1.0,0.0,1,1,1,1,Gd,4,Typ,1,Fa,Attchd,1995.0,Fin,2.0,477.0,TA,TA,Y,172,24,0,0,0,0,None,None,None,0,8,2008,WD,Normal,,13,13,1239,24,1
test,579,2040,60,RL,69.227817,24572,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,Veenker,Norm,Norm,1Fam,2Story,9,3,1977,1977,Mansard,CompShg,Wd Sdng,None,BrkFace,1050.0,Gd,Gd,CBlock,Gd,TA,No,GLQ,410.0,Unf,0.0,584.0,994.0,GasA,TA,Y,SBrkr,1599,1345,0,0.0,0.0,2,2,3,1,Gd,9,Typ,1,Gd,Attchd,1977.0,RFn,3.0,864.0,TA,TA,Y,140,70,16,0,0,0,None,None,None,0,6,2008,WD,Family,,31,31,2944,86,1
test,580,2041,20,RL,69.227817,16280,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Veenker,Norm,Norm,1Fam,1Story,8,9,1976,2007,Gable,CompShg,VinylSd,None,None,0.0,Ex,Ex,CBlock,Gd,None,Mn,GLQ,1044.0,Rec,382.0,0.0,1426.0,GasA,Ex,Y,SBrkr,1671,0,0,1.0,0.0,3,0,3,1,Ex,6,Typ,1,Gd,Attchd,1976.0,RFn,2.0,550.0,TA,TA,Y,280,90,0,0,0,0,None,GdWo,None,0,5,2008,WD,Normal,,32,1,1671,90,1
test,581,2042,60,FV,69.227817,7500,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2002,2002,Gable,CompShg,VinylSd,None,None,0.8,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,952.0,952.0,GasA,Ex,Y,SBrkr,952,860,0,0.0,0.0,2,1,3,1,TA,7,Typ,1,TA,Attchd,2002.0,RFn,2.0,469.0,TA,TA,Y,144,112,0,0,0,0,None,None,None,0,4,2008,WD,Normal,,6,6,1812,112,1
test,582,2043,80,RL,69.227817,11104,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,SLvl,6,6,1969,1969,Gable,CompShg,MetalSd,None,None,0.0,TA,TA,CBlock,TA,TA,Av,GLQ,828.0,Unf,0.0,599.0,1427.0,GasA,Gd,Y,SBrkr,1427,0,0,0.0,1.0,2,0,4,1,TA,7,Typ,0,None,Attchd,1969.0,RFn,2.0,516.0,TA,TA,Y,0,0,0,0,216,0,None,None,None,0,5,2008,WD,Normal,,39,39,1427,216,1
test,583,2044,20,RL,69.227817,11050,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,5,1968,1968,Gable,CompShg,HdBoard,None,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,301.0,Unf,0.0,1439.0,1740.0,GasA,Fa,Y,SBrkr,1740,0,0,0.0,0.0,1,1,4,1,TA,8,Typ,1,TA,Attchd,1968.0,RFn,2.0,512.0,TA,TA,Y,25,0,0,0,192,0,None,GdWo,None,0,10,2008,WD,Family,,40,40,1740,192,1
test,584,2045,20,RL,69.227817,15387,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,7,1967,1967,Gable,CompShg,Plywood,None,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,603.0,BLQ,294.0,723.0,1620.0,GasA,Ex,Y,SBrkr,1620,0,0,0.0,0.0,2,0,4,1,Gd,8,Typ,1,Gd,Attchd,1967.0,Unf,2.0,578.0,TA,TA,Y,0,62,192,0,0,0,None,None,Shed,450,8,2008,WD,Normal,,41,41,1620,254,1
test,585,2046,90,RL,69.227817,9750,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,RRAn,Norm,Duplex,1Story,5,6,1965,1965,Gable,CompShg,MetalSd,None,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,1625.0,1625.0,GasA,Ex,Y,SBrkr,1625,0,0,0.0,0.0,2,0,4,2,TA,8,Typ,0,None,Detchd,1961.0,Unf,2.0,484.0,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,8,2008,ConLD,Normal,,43,43,1625,0,1
test,586,2047,60,RL,69.227817,8814,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,2Story,5,6,1968,1968,Gable,CompShg,MetalSd,None,None,0.0,TA,TA,CBlock,TA,TA,No,LwQ,732.0,Unf,0.0,0.0,732.0,GasA,Ex,Y,SBrkr,732,732,0,0.0,0.0,1,1,4,1,TA,7,Typ,0,None,Attchd,1968.0,Unf,2.0,470.0,TA,TA,Y,0,40,0,0,0,0,None,None,None,0,6,2008,WD,Normal,,40,40,1464,40,1
test,587,2048,20,RL,69.227817,8125,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1965,2005,Hip,CompShg,HdBoard,None,None,0.0,Gd,TA,CBlock,TA,TA,No,ALQ,260.0,Rec,456.0,196.0,912.0,GasA,Ex,Y,SBrkr,925,0,0,1.0,0.0,1,0,3,1,TA,5,Typ,0,None,Detchd,1961.0,Unf,2.0,576.0,TA,TA,Y,233,0,0,0,0,0,None,None,None,0,7,2008,WD,Normal,,43,3,925,0,1
test,588,2049,90,RL,69.227817,11072,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,Duplex,1Story,5,5,1965,1965,Gable,CompShg,HdBoard,None,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,1728.0,1728.0,GasA,TA,Y,SBrkr,1728,0,0,0.0,0.0,2,0,6,2,TA,10,Typ,0,None,Detchd,1961.0,Unf,2.0,576.0,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,11,2008,WD,Normal,,43,43,1728,0,1
test,589,2050,60,RL,69.227817,13355,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,6,1971,1971,Gable,CompShg,HdBoard,None,None,0.0,TA,TA,CBlock,Gd,Gd,No,ALQ,583.0,Unf,0.0,242.0,825.0,GasA,TA,Y,SBrkr,845,825,0,0.0,0.0,1,1,4,1,TA,7,Typ,0,None,Attchd,1971.0,Fin,2.0,464.0,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,5,2008,WD,Normal,,37,37,1670,0,1
test,590,2051,20,RL,69.227817,7785,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1956,1956,Gable,CompShg,HdBoard,None,None,0.0,TA,TA,Slab,None,None,None,Unf,0.0,Unf,0.0,0.0,0.0,GasA,TA,Y,SBrkr,1014,0,0,0.0,0.0,1,0,2,1,TA,6,Typ,0,None,Attchd,1956.0,RFn,1.0,267.0,TA,TA,Y,0,0,40,0,200,0,None,GdWo,None,0,3,2008,WD,Normal,,52,52,1014,240,1
test,591,2052,20,RL,69.227817,9900,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1961,1961,Gable,CompShg,Plywood,None,None,0.0,TA,Gd,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,1114.0,1114.0,GasA,TA,Y,SBrkr,1114,0,0,1.0,0.0,1,0,3,1,TA,5,Typ,0,None,Attchd,1961.0,RFn,2.0,451.0,TA,TA,Y,0,0,0,0,164,0,None,None,None,0,5,2008,COD,Abnorml,,47,47,1114,164,1
test,592,2053,20,RL,69.227817,11332,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1960,2000,Gable,CompShg,Wd Sdng,None,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,528.0,Unf,0.0,590.0,1118.0,GasA,Ex,Y,SBrkr,1118,0,0,1.0,0.0,1,0,3,1,Gd,6,Typ,0,None,Attchd,1960.0,RFn,1.0,264.0,TA,TA,Y,290,0,0,0,0,0,None,MnPrv,None,0,8,2008,WD,Normal,,48,8,1118,0,1
test,593,2054,70,RL,69.227817,4882,Pave,None,IR1,Bnk,AllPub,Inside,Mod,BrkSide,RRAn,Feedr,1Fam,2Story,4,7,1937,1950,Gable,CompShg,MetalSd,None,None,0.0,TA,TA,PConc,TA,TA,No,Rec,120.0,Unf,0.0,228.0,348.0,GasA,TA,Y,SBrkr,453,453,0,0.0,0.0,1,0,2,1,TA,5,Typ,0,None,Basment,1937.0,Unf,1.0,231.0,Fa,TA,Y,0,0,0,0,0,0,None,None,None,0,9,2008,WD,Normal,,71,58,906,0,1
test,594,2055,20,RL,69.227817,9600,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1960,1960,Gable,CompShg,MetalSd,None,BrkFace,203.0,Fa,Fa,CBlock,TA,TA,No,Rec,658.0,Unf,0.0,638.0,1296.0,GasA,TA,Y,SBrkr,1496,0,0,0.0,0.0,2,0,3,1,Gd,6,Typ,0,None,Attchd,1960.0,RFn,2.0,450.0,TA,TA,Y,0,22,0,0,0,0,None,MnPrv,None,0,2,2008,WD,Normal,,48,48,1496,22,1
test,595,2056,20,RL,69.227817,9600,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,8,1950,2006,Gable,CompShg,HdBoard,None,None,0.0,TA,Gd,CBlock,TA,TA,No,BLQ,32.0,Rec,308.0,232.0,572.0,GasA,Gd,Y,SBrkr,1337,0,0,1.0,0.0,1,0,3,1,Gd,7,Typ,1,Gd,Attchd,1950.0,RFn,1.0,264.0,TA,TA,Y,0,192,0,0,0,0,None,None,None,0,9,2008,WD,Normal,,58,2,1337,192,1
test,596,2057,20,RL,69.227817,7584,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,1Fam,1Story,5,5,1953,1953,Hip,CompShg,Wd Sdng,None,BrkFace,88.0,TA,TA,CBlock,TA,TA,No,LwQ,531.0,Unf,0.0,505.0,1036.0,GasA,Ex,Y,SBrkr,1036,0,0,0.0,0.0,1,0,3,1,TA,5,Typ,0,None,Attchd,1953.0,RFn,1.0,312.0,TA,TA,Y,120,24,0,0,0,0,None,MnPrv,None,0,6,2008,WD,Normal,,55,55,1036,24,1
test,597,2058,60,RL,69.227817,14670,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,2Story,6,7,1966,1999,Gable,CompShg,VinylSd,None,BrkFace,410.0,Gd,Gd,CBlock,TA,TA,No,BLQ,575.0,Unf,0.0,529.0,1104.0,GasA,Ex,Y,SBrkr,1104,884,0,0.0,0.0,2,1,4,1,Gd,9,Typ,1,Gd,Attchd,1966.0,RFn,2.0,480.0,TA,TA,Y,0,230,0,0,0,0,None,MnPrv,None,0,8,2008,WD,Normal,,42,9,1988,230,1
test,598,2059,20,RL,69.227817,8856,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,4,1957,1957,Gable,CompShg,Wd Sdng,None,BrkFace,143.0,TA,TA,CBlock,TA,TA,No,ALQ,621.0,LwQ,52.0,503.0,1176.0,GasA,TA,Y,SBrkr,1176,0,0,1.0,0.0,1,0,3,1,TA,6,Typ,2,Gd,Attchd,1957.0,RFn,1.0,292.0,TA,TA,Y,0,88,0,0,95,0,None,None,None,0,5,2008,WD,Normal,,51,51,1176,183,1
